id;name;meaning;gender;origin;PeoplesCount;WhenPeoplesCount;Source
44706;Lynessa;Variant of ancient Welsh given name. In Arthurian legend Lynette accompanied Sir Gareth on a knightly quest.;Male;English;115;07.07.2016 10:50:57;myData.biz
44707;Lynet;Bird;Female;Anglo-Saxon;444;07.07.2016 10:51:05;myData.biz
44708;Lynet;Grace;Female;Celtic;444;07.07.2016 10:51:10;myData.biz
44709;Lynet;sister of Lyonors;Female;Arthurian;444;07.07.2016 10:51:18;myData.biz
44710;Lynet;Sister of Lyonors;Female;Arthurian Legend;444;07.07.2016 10:51:26;myData.biz
44711;Lynette;Bird;Female;Anglo-Saxon;32000;07.07.2016 12:09:46;myData.biz
44712;Lynette;Grace;Female;Celtic;32000;07.07.2016 12:09:50;myData.biz
44713;Lynette;Sister of Lyonors. Variant of ancient Welsh given name. In Arthurian legend Lynette accompanied Sir Gareth on a knightly quest.;Female;Arthurian Legend;32000;07.07.2016 12:09:58;myData.biz
44714;Lynette;Variant of ancient Welsh given name. In Arthurian legend Lynette accompanied Sir Gareth on a knightly quest.;Female;English;32000;07.07.2016 12:10:06;myData.biz
44715;Lynford;From the linden tree ford;Male;English;178;07.07.2016 12:10:18;myData.biz
44716;Lynley;Abbreviation of Lynnette who accompanied Sir Gareth on a knightly quest in Arthurian legend: variant of the Irish Gaelic word lann meaning house: church.;Female;Arthurian Legend;1000;07.07.2016 12:10:23;myData.biz
44717;Lynley;Abbreviation of Lynnette who accompanied Sir Gareth on a knightly quest in Arthurian legend: variant of the Irish Gaelic word lann meaning house: church.;Female;English;1000;07.07.2016 12:10:30;myData.biz
44718;Lynn;A cascade;Female;Anglo-Saxon;422000;07.07.2016 12:10:39;myData.biz
44719;Lynn;dwells by the torrent;Male;Anglo;422000;07.07.2016 12:10:46;myData.biz
44720;Lynn;Dwells by the torrent;Male;Anglo-Saxon;422000;07.07.2016 12:10:54;myData.biz
44721;Lynn;Waterfall;Female;English;422000;07.07.2016 12:11:02;myData.biz
44722;Lynna;A cascade;Female;Anglo-Saxon;3000;07.07.2016 12:11:11;myData.biz
44723;Lynna;Abbreviation of Lynnette who accompanied Sir Gareth on a knightly quest in Arthurian legend: variant of the Irish Gaelic word lann meaning house: church.;Female;Arthurian Legend;3000;07.07.2016 12:11:18;myData.biz
44724;Lynna;Abbreviation of Lynnette who accompanied Sir Gareth on a knightly quest in Arthurian legend: variant of the Irish Gaelic word lann meaning house: church.;Female;English;3000;07.07.2016 12:11:26;myData.biz
44725;Lynne;A cascade;Female;Anglo-Saxon;76000;07.07.2016 12:11:35;myData.biz
44726;Lynne;Abbreviation of Lynnette who accompanied Sir Gareth on a knightly quest in Arthurian legend: variant of the Irish Gaelic word lann meaning house: church.;Female;Arthurian Legend;76000;07.07.2016 12:11:42;myData.biz
44727;Lynne;Abbreviation of Lynnette who accompanied Sir Gareth on a knightly quest in Arthurian legend: variant of the Irish Gaelic word lann meaning house: church.;Female;English;76000;07.07.2016 12:11:50;myData.biz
44728;Lynne;Abbreviation of Lynnette who accompanied Sir Gareth on a knightly quest in Arthurian legend: variant of the Irish Gaelic word lann meaning house: church.;Male;English;76000;07.07.2016 12:11:58;myData.biz
44729;Lynnet;Variant of ancient Welsh given name. In Arthurian legend Lynette accompanied Sir Gareth on a knightly quest.;Female;Arthurian Legend;417;07.07.2016 12:12:07;myData.biz
44730;Lynnet;Variant of ancient Welsh given name. In Arthurian legend Lynette accompanied Sir Gareth on a knightly quest.;Female;English;417;07.07.2016 12:12:14;myData.biz
44731;Lynnette;little lion;Female;French;10000;07.07.2016 12:12:23;myData.biz
44732;Lynnette;Variant of ancient Welsh given name. In Arthurian legend Lynette accompanied Sir Gareth on a knightly quest.;Female;Arthurian Legend;10000;07.07.2016 12:12:30;myData.biz
44733;Lynnette;Variant of ancient Welsh given name. In Arthurian legend Lynette accompanied Sir Gareth on a knightly quest.;Female;English;10000;07.07.2016 12:12:38;myData.biz
44734;Lynsey;Variant of Lindsey from the linden tree island;Female;English;12000;07.07.2016 12:12:47;myData.biz
44735;Lynzee;Variant of Lindsey from the linden tree island;Female;English;633;07.07.2016 12:12:58;myData.biz
44736;Lynzey;Derived from Lindsay or Lindsey;Female;American;113;07.07.2016 12:13:06;myData.biz
44737;Lynzie;Variant of Lindsey from the linden tree island;Female;English;670;07.07.2016 12:13:11;myData.biz
44738;Lyones;Wife of Gareth;Female;Arthurian Legend;56;07.07.2016 12:13:23;myData.biz
44739;Lyonesse;Little lion;Female;Celtic;63;07.07.2016 12:13:29;myData.biz
44740;Lyonesse;wife of Gareth;Female;Arthurian;63;07.07.2016 12:13:35;myData.biz
44741;Lyonesse;Wife of Gareth;Female;Arthurian Legend;63;07.07.2016 12:13:45;myData.biz
44742;Lyonet;sister of Lyones;Female;Arthurian;4;07.07.2016 12:13:50;myData.biz
44743;Lyonet;Sister of Lyones;Female;Arthurian Legend;4;07.07.2016 12:13:57;myData.biz
44744;Lyonette;Little lion;Female;French;40;07.07.2016 12:14:12;myData.biz
44745;Lyonors;mother of Boore;Female;Arthurian;1;07.07.2016 12:14:14;myData.biz
44746;Lyonors;Mother of Boore;Female;Arthurian Legend;1;07.07.2016 12:14:21;myData.biz
44747;Lyra;Of the Iyre or song;Female;French;12000;07.07.2016 12:14:31;myData.biz
44748;Lyric;Of the Iyre or song;Female;French;14000;07.07.2016 12:14:39;myData.biz
44749;Lyriel;"""Variant of Lyrical, meaning song.""";Female;Unknown;74;07.07.2016 12:14:48;myData.biz
44750;Lyrika;Music of my heart. Variant of Lyric.;Female;Unknown;52;07.07.2016 12:14:57;myData.biz
44751;Lyris;lyrical;Female;Greek;1000;07.07.2016 12:15:04;myData.biz
44752;Lysander;liberator;Male;Greek;1000;07.07.2016 12:15:11;myData.biz
44753;Lysandra;defends man;Female;Greek;868;07.07.2016 12:15:22;myData.biz
44754;Lysanor;Mother of Boore;Female;Arthurian Legend;0;07.07.2016 12:15:26;myData.biz
44755;Lyssa;Honey: Abbreviation of Melissa: Lissandra: Alyssa.;Female;English;9000;07.07.2016 12:15:36;myData.biz
44756;Lyubov;Love. Alternate Spellings: Lyuba or Luba.;Female;Russian;148000;07.07.2016 12:15:43;myData.biz
44757;Lyubov;"Russian equivalent of the virtue, &quot;charity.&quot; MARGARETE, MARGOSHA";Female;Russian;148000;07.07.2016 12:15:50;myData.biz
44758;Lyvia;Life. Ancient Roman name. Abbreviation of Olivia.;Female;English;2000;07.07.2016 12:16:00;myData.biz
44759;Lyza;Abbreviation of Elizabeth and Eliza.;Female;English;3000;07.07.2016 12:16:08;myData.biz
44760;Lyza;Abbreviation of Elizabeth and Eliza.;Male;English;3000;07.07.2016 12:16:14;myData.biz
44761;Lyzbeth;Abbreviation of Elizabeth.;Female;English;205;07.07.2016 12:16:27;myData.biz
44762;Maahes;Lion;Male;Egyptian;48;07.07.2016 12:16:33;myData.biz
44763;Maarouf;well-known;Male;Arabian;2000;07.07.2016 12:16:39;myData.biz
44764;Maat;myth name (goddess of order and justice);Female;Egyptian;9000;07.07.2016 12:16:48;myData.biz
44765;Mab;Happiness;Female;Irish;10000;07.07.2016 12:16:55;myData.biz
44766;Mabbina;Happiness;Female;Irish;2;07.07.2016 12:17:02;myData.biz
44767;Mabel;lovable MADONNA;Female;Latin;49000;07.07.2016 12:17:11;myData.biz
44768;Mabelle;Lovable.;Female;French;3000;07.07.2016 12:17:19;myData.biz
44769;Mabina;Nimble;Female;Celtic;265;07.07.2016 12:17:27;myData.biz
44770;Mable;Lovable. Abbreviation of Amabel.;Female;English;5000;07.07.2016 12:17:36;myData.biz
44771;Mabon;a knight;Male;Arthurian;1000;07.07.2016 12:17:43;myData.biz
44772;Mabon;A knight;Male;Arthurian Legend;1000;07.07.2016 12:17:50;myData.biz
44773;Mabon;legend name (son of Modron) MABSANT;Male;Welsh;1000;07.07.2016 12:17:58;myData.biz
44774;Mabon;myth name (god of youth);Male;Celtic;1000;07.07.2016 12:18:06;myData.biz
44775;Mabon;Mythical god of youth;Male;Celtic;1000;07.07.2016 12:18:14;myData.biz
44776;Mabonagrain;a knight;Male;Arthurian;0;07.07.2016 12:18:22;myData.biz
44777;Mabonaqain;A knight;Male;Arthurian Legend;0;07.07.2016 12:18:30;myData.biz
44778;Mabuz;ruler of Death Castle;Male;Arthurian;19;07.07.2016 12:18:44;myData.biz
44779;Mabuz;Ruler of Death Castle;Male;Arthurian Legend;19;07.07.2016 12:18:47;myData.biz
44780;Mabyn;Ever young.;Female;Welsh;77;07.07.2016 12:18:56;myData.biz
44781;Mac;Son of;Male;Celtic;412000;07.07.2016 12:19:03;myData.biz
44782;Mac;Son of;Male;Scottish;412000;07.07.2016 12:19:10;myData.biz
44783;Mac A'bhaird;son of Baird;Male;Gaelic;15;07.07.2016 12:19:19;myData.biz
44784;Mac A'bhiadhtaiche;son of Bhiadhtaiche;Male;Gaelic;0;07.07.2016 12:19:26;myData.biz
44785;Mac Adhaimh;son of Adam;Male;Gaelic;2;07.07.2016 12:19:34;myData.biz
44786;Mac Ailean;son of the handsome man;Male;Gaelic;1;07.07.2016 12:19:42;myData.biz
44787;Mac Alasdair;son of Alasdair;Male;Gaelic;7;07.07.2016 12:19:50;myData.biz
44788;Mac An Aba;father's son;Male;Gaelic;2;07.07.2016 12:19:58;myData.biz
44789;Mac An Bhaillidh;son of the steward;Male;Gaelic;0;07.07.2016 12:20:06;myData.biz
44790;Mac An Bharain;son of the noble warrior;Male;Gaelic;0;07.07.2016 12:20:14;myData.biz
44791;Mac An Bhreatannaich;son of the Briton;Male;Gaelic;0;07.07.2016 12:20:22;myData.biz
44792;Mac An Tsagairt;son of the prelate;Male;Gaelic;3;07.07.2016 12:20:34;myData.biz
44793;Mac An T-Saoir;son of the carpenter;Male;Gaelic;4;07.07.2016 12:20:39;myData.biz
44794;Mac Artuir;son of Arthur;Male;Gaelic;3;07.07.2016 12:20:46;myData.biz
44795;Mac Asgaill;son of Asgaill;Male;Gaelic;0;07.07.2016 12:20:54;myData.biz
44796;Mac Bheathain;son of the man who lives by the clear stream;Male;Gaelic;1;07.07.2016 12:21:02;myData.biz
44797;Mac Bhriain;son of the strong;Male;Gaelic;0;07.07.2016 12:21:12;myData.biz
44798;Mac Daraich;son of the man from the ford by the oak trees;Male;Gaelic;0;07.07.2016 12:21:18;myData.biz
44799;Mac Ghille Aindreis;son of the one who served the manly one;Male;Gaelic;0;07.07.2016 12:21:26;myData.biz
44800;Mac Ghille Mhicheil;son of the one who served Saint Michael;Male;Gaelic;0;07.07.2016 12:21:34;myData.biz
44801;Mac Ghille-Bhuidhe;son of the one who serves the blond;Male;Gaelic;0;07.07.2016 12:21:42;myData.biz
44802;Mac Ghille-Dhuibh;son of the one who serves the dark man\r;Male;Gaelic;0;07.07.2016 12:21:50;myData.biz
44803;Mac Ghille-Dhuinn;son of the one who serves Brown;Male;Gaelic;0;07.07.2016 12:21:58;myData.biz
44804;Mac Ghille-Easpuig;son of the one who serves the sacred and bold;Male;Gaelic;0;07.07.2016 12:22:06;myData.biz
44805;Mac Ghille-Laider;son of the one who serves the strong armed;Male;Gaelic;0;07.07.2016 12:22:46;myData.biz
44806;Macadhamh;Son of Adam;Male;Scottish;2;07.07.2016 12:22:54;myData.biz
44807;Macaire;blessed;Male;Greek;481;07.07.2016 12:23:05;myData.biz
44808;Macala;A diffrent way of spelling makayla;Female;Australia;443;07.07.2016 12:23:12;myData.biz
44809;Macalister;Son of Alasdair;Male;Scottish;1000;07.07.2016 12:23:20;myData.biz
44810;Macalpin;Son of Alpine;Male;Scottish;59;07.07.2016 12:23:29;myData.biz
44811;Macalpine;Son of Alpine;Male;Scottish;592;07.07.2016 12:23:37;myData.biz
44812;Macandrew;Son of Andrew;Male;Scottish;408;07.07.2016 12:23:45;myData.biz
44813;Macario;Happy;Male;Spanish;6000;07.07.2016 12:23:54;myData.biz
44814;Macartan;Son of Artan;Male;Irish;228;07.07.2016 12:23:59;myData.biz
44815;Macarthur;Son of Arthur;Male;Scottish;12000;07.07.2016 12:24:08;myData.biz
44816;Macaulay;Son of Olaf;Male;Scottish;10000;07.07.2016 12:24:14;myData.biz
44817;Macauliffe;Son of Olaf;Male;Irish;26;07.07.2016 12:24:24;myData.biz
44818;Macauslan;Son of Absalon;Male;Scottish;45;07.07.2016 12:24:32;myData.biz
44819;Macawi;"Sioux name meaning &quot; generous.&quot;";Female;Native;35;07.07.2016 12:24:45;myData.biz
44820;Macayla;A gift from God.;Female;English;920;07.07.2016 12:24:56;myData.biz
44821;Macayle;"""Strong-willed, fiery.""";Female;Gaelic;39;07.07.2016 12:25:07;myData.biz
44822;Macbain;Son of Beathan;Male;Scottish;447;07.07.2016 12:25:12;myData.biz
44823;Macbean;Son of Beathan;Male;Scottish;491;07.07.2016 12:25:20;myData.biz
44824;Macbeth;Son of Beth;Male;Scottish;4000;07.07.2016 12:25:30;myData.biz
44825;Macbride;Son of Bridget Bride;Male;Irish;866;07.07.2016 12:25:37;myData.biz
44826;Maccallum;Son of Callum;Male;Scottish;3000;07.07.2016 12:25:43;myData.biz
44827;Macclennan;Son of Finnian's servant;Male;Scottish;14;07.07.2016 12:25:51;myData.biz
44828;Maccoll;Son of Coll;Male;Scottish;551;07.07.2016 12:26:00;myData.biz
44829;Maccormack;Son of Cormac;Male;Irish;876;07.07.2016 12:26:07;myData.biz
44830;Maccus;Hammer;Male;Celtic;69;07.07.2016 12:26:18;myData.biz
44831;Maccus;son of Gus;Male;Anglo;69;07.07.2016 12:26:22;myData.biz
44832;Macdaibhidh;David's son;Male;Scottish;0;07.07.2016 12:26:30;myData.biz
44833;Macdhubh;Son of the blackman;Male;Scottish;0;07.07.2016 12:26:38;myData.biz
44834;Macdomhnall;Son of the world's ruler;Male;Scottish;2;07.07.2016 12:26:46;myData.biz
44835;Macdonald;Son of the world's ruler;Male;Scottish;126000;07.07.2016 12:26:55;myData.biz
44836;Macdonell;Son of the world's ruler;Male;Scottish;1000;07.07.2016 12:27:04;myData.biz
44837;Macdougal;Son of Dougal;Male;Scottish;437;07.07.2016 12:27:12;myData.biz
44838;Macdoughall;Son of Dougal;Male;Scottish;0;07.07.2016 12:27:18;myData.biz
44839;Macdubhgall;Son of Dougal;Male;Scottish;0;07.07.2016 12:27:26;myData.biz
44840;Macduff;Son of the blackman;Male;Scottish;1000;07.07.2016 12:27:36;myData.biz
44841;Mace;A mace was a medieval weapon used by knights.;Male;English;24000;07.07.2016 12:27:43;myData.biz
44842;Macee;Derived from medieval male form of Matthew.;Female;French;764;07.07.2016 12:27:53;myData.biz
44843;Macelroy;Son of Elroy;Male;Irish;169;07.07.2016 12:28:02;myData.biz
44844;Macen;"""Protector, Guardian.""";Male;Unknown;274;07.07.2016 12:28:08;myData.biz
44845;Maceo;God's gift MARCELLO, MARCO;Male;Italian;2000;07.07.2016 12:28:16;myData.biz
44846;Macerio;Form of Mace which is a medieval weapon used by knights.;Male;Spanish;12;07.07.2016 12:28:27;myData.biz
44847;Macewen;Son of Ewen;Male;Scottish;786;07.07.2016 12:28:33;myData.biz
44848;Macey;Derived from medieval male form of Matthew.;Female;French;0;07.07.2016 12:28:38;myData.biz
44849;Macfarlane;Son of Farlan;Male;Scottish;10000;07.07.2016 12:28:47;myData.biz
44850;Macfie;Son of the dark of peace;Male;Scottish;468;07.07.2016 12:28:57;myData.biz
44851;Macgillivray;Son of the servant of judgment;Male;Scottish;2000;07.07.2016 12:29:02;myData.biz
44852;Macgowan;Son of the smith;Male;Scottish;854;07.07.2016 12:29:12;myData.biz
44853;Macgregor;Son of a shepherd;Male;Scottish;13000;07.07.2016 12:29:19;myData.biz
44854;Macha;Plain;Female;Irish;8000;07.07.2016 12:29:27;myData.biz
44855;Machair;Plain;Male;Scottish;23;07.07.2016 12:29:38;myData.biz
44856;Machakw;"Hopi name meaning &quot; horny toad.&quot;";Male;Native;1;07.07.2016 12:29:43;myData.biz
44857;Machakw;Horny toad (Hopi);Male;Native American;1;07.07.2016 12:29:49;myData.biz
44858;Machaon;myth name (son of Aesculapius);Male;Greek;184;07.07.2016 12:29:58;myData.biz
44859;Machar;Plain;Male;Scottish;703;07.07.2016 12:30:16;myData.biz
44860;Machara;Plain;Female;Scottish;251;07.07.2016 12:30:23;myData.biz
44861;Machau;Gift from God;Male;Hebrew;40;07.07.2016 12:30:32;myData.biz
44862;Machayla;Variant of Michael.;Female;Unknown;31;07.07.2016 12:30:43;myData.biz
44863;Machiko;fortunate child;Female;Japanese;2000;07.07.2016 12:30:47;myData.biz
44864;Machk;"Algonquin name meaning &quot; bear.&quot;";Male;Native;30;07.07.2016 12:30:58;myData.biz
44865;Machk;Bear (Algonquin);Male;Native American;30;07.07.2016 12:31:02;myData.biz
44866;Machum;comfort;Male;Hebrew;76;07.07.2016 12:31:13;myData.biz
44867;Machupa;"Swahili name meaning &quot;one who enjoys drinking.&quot;";Male;African;60;07.07.2016 12:31:21;myData.biz
44868;Maci;Derived from medieval male form of Matthew.;Female;English;7000;07.07.2016 12:31:27;myData.biz
44869;Macie;Derived from medieval male form of Matthew.;Female;English;6000;07.07.2016 12:31:37;myData.biz
44870;Macinnes;Son of the unique choice;Male;Scottish;2000;07.07.2016 12:31:43;myData.biz
44871;Macintosh;Son of the thane;Male;Scottish;11000;07.07.2016 12:31:52;myData.biz
44872;Maciver;Son of an archer;Male;Scottish;2000;07.07.2016 12:32:02;myData.biz
44873;Mack;Son of;Male;Celtic;141000;07.07.2016 12:32:06;myData.biz
44874;Mack;Son of;Male;Scottish;141000;07.07.2016 12:32:14;myData.biz
44875;Mackaillyn;Combination of Mackenzie and Kayla. Pure and beautiful.;Male;Celtic;0;07.07.2016 12:32:21;myData.biz
44876;Mackay;Son of fire;Male;Scottish;40000;07.07.2016 12:32:30;myData.biz
44877;Mackayla;;Female;Unknown;462;07.07.2016 12:32:41;myData.biz
44878;Mackaylie;;Female;Unknown;6;07.07.2016 12:32:47;myData.biz
44879;Mackendrick;Son of Henry;Male;Scottish;207;07.07.2016 12:32:57;myData.biz
44880;Mackenna;Child of the handsome one.;Female;Scottish;3000;07.07.2016 12:33:03;myData.biz
44881;Mackenzie;Child of the wise leader;Female;Celtic;197000;07.07.2016 12:33:14;myData.biz
44882;Mackenzie;Fair: favored one. Son of the fair man or Son of Kenzie;Male;Scottish;197000;07.07.2016 12:33:18;myData.biz
44883;Mackenzie;Son of Kenzie: fair: favored one.;Female;Scottish;197000;07.07.2016 12:33:26;myData.biz
44884;Mackinley;Son of Kinley;Male;Scottish;354;07.07.2016 12:33:36;myData.biz
44885;Mackinnon;Son of the fair born;Male;Scottish;10000;07.07.2016 12:33:43;myData.biz
44886;Mackintosh;Son of the thane;Male;Scottish;5000;07.07.2016 12:33:50;myData.biz
44887;Mackinzie;Ever Loving;Female;English;227;07.07.2016 12:34:01;myData.biz
44888;Macklin;Son of Flann;Male;Celtic;6000;07.07.2016 12:34:07;myData.biz
44889;Macklyn;Son of Flann;Male;Celtic;88;07.07.2016 12:34:17;myData.biz
44890;Mackynsie;Alternate Spelling: Mackenzie.;Female;American;1;07.07.2016 12:34:22;myData.biz
44891;Maclachlan;Son of Lachlan;Male;Scottish;2000;07.07.2016 12:34:31;myData.biz
44892;Maclaine;Son of the servant of John;Male;Scottish;630;07.07.2016 12:34:38;myData.biz
44893;Maclane;;Male;Unknown;353;07.07.2016 12:34:49;myData.biz
44894;Maclaren;Son of Laren;Male;Scottish;6000;07.07.2016 12:34:56;myData.biz
44895;Maclean;Son of the servant of John;Male;Scottish;21000;07.07.2016 12:35:02;myData.biz
44896;Macleod;Son of the ugly man;Male;Scottish;25000;07.07.2016 12:35:11;myData.biz
44897;Macmaureadhaigh;Son of Murray;Male;Irish;0;07.07.2016 12:35:18;myData.biz
44898;Macmillan;Son of the ba!d man;Male;Scottish;25000;07.07.2016 12:35:27;myData.biz
